CustomerID,Recency,Frequency,Monetary
12347.0,1.0986122886681098,2.1972245773362196,8.63663174483544
12348.0,4.330733340286331,1.791759469228055,7.6110507905938976
12349.0,2.995732273553991,1.6094379124341003,8.396084883164011
12350.0,5.739792912179234,0.6931471805599453,5.815323849389109
12351.0,5.929589143389895,0.6931471805599453,5.710195202428391
12352.0,3.6109179126442243,2.3978952727983707,7.9553689666784315
12353.0,5.3230099791384085,1.0986122886681098,6.010678766031786
12354.0,5.4510384535657,0.6931471805599453,6.985086621918461
12355.0,5.3706380281276624,1.0986122886681098,6.854997755239065
12356.0,3.1780538303479458,1.9459101490553132,8.76008917268833
12357.0,3.5263605246161616,1.3862943611198906,9.814036474622236
12358.0,1.0986122886681098,1.791759469228055,8.265668169533484
12359.0,4.07753744390572,2.3978952727983707,9.097948527696552
12360.0,3.970291913552122,2.1972245773362196,8.355589137409874
12361.0,5.662960480135946,1.6094379124341003,6.238812787119009
12362.0,1.3862943611198906,2.4849066497880004,8.586202329437555
12363.0,4.709530201312334,1.0986122886681098,6.315358001522335
12364.0,2.1972245773362196,1.6094379124341003,7.180907299649593
12365.0,5.676753802268282,1.0986122886681098,6.465180028897591
12366.0,6.453624998892692,0.6931471805599453,6.217085028297085
12367.0,1.6094379124341003,0.6931471805599453,5.135210028677887
12368.0,6.444131256700441,0.6931471805599453,6.822959627277421
12369.0,6.025865973825314,1.3862943611198906,7.491171295388921
12370.0,3.9512437185814275,2.0794415416798357,8.371313876010715
12371.0,3.828641396489095,1.791759469228055,8.31100016480189
12372.0,4.290459441148391,1.3862943611198906,7.169380809114136
12373.0,5.7430031878094825,1.3862943611198906,7.028777507229587
12374.0,3.258096538021482,1.6094379124341003,8.003102242273277
12375.0,2.4849066497880004,1.0986122886681098,6.127960291696519
12376.0,5.968707559985366,1.0986122886681098,6.222873842839224
12377.0,5.755742213586912,1.6094379124341003,8.139533893646055
12378.0,4.875197323201151,1.0986122886681098,8.597356507200939
12379.0,4.418840607796598,1.6094379124341003,7.390934231218893
12380.0,3.1354942159291497,2.4849066497880004,9.177538215743802
12381.0,1.791759469228055,1.791759469228055,7.520944331624911
12383.0,5.225746673713202,1.791759469228055,7.523783805985769
12384.0,3.4011973816621555,1.0986122886681098,6.373780434317173
12385.0,5.940171252720432,0.6931471805599453,7.570133925870446
12386.0,5.82600010738045,1.0986122886681098,6.4949633954875114
12387.0,6.030685260261263,0.6931471805599453,4.976319863681136
12388.0,2.833213344056216,2.1972245773362196,8.269272711457157
12389.0,6.0014148779611505,1.3862943611198906,7.268453120207762
12390.0,4.394449154672439,0.6931471805599453,6.311444385858925
12391.0,3.1354942159291497,1.9459101490553132,7.928196995326099
12392.0,6.3835066348840055,0.6931471805599453,5.462771921513567
12393.0,4.290459441148391,1.9459101490553132,7.783411498760109
12394.0,4.174387269895637,1.0986122886681098,7.149508589545504
12395.0,2.995732273553991,2.772588722239781,8.53075481547577
12396.0,6.51471269087253,0.6931471805599453,6.837794081676172
12397.0,3.6109179126442243,1.0986122886681098,7.7877554007552545
12398.0,3.8501476017100584,0.6931471805599453,7.4004128587924045
12399.0,4.787491742782046,2.0794415416798357,7.582382009904704
12400.0,6.028278520230698,0.6931471805599453,5.32908902521479
12401.0,5.717027701406222,0.6931471805599453,4.446174454497633
12402.0,5.780743515792329,1.9459101490553132,7.137198942844827
12403.0,3.9318256327243257,1.0986122886681098,6.927910785185701
12404.0,6.52649485957079,0.6931471805599453,4.162626069638506
12405.0,5.0106352940962555,0.6931471805599453,7.445061184797548
12406.0,3.1354942159291497,1.791759469228055,8.762702357276806
12407.0,3.9318256327243257,1.791759469228055,7.4437338971514055
12408.0,3.5263605246161616,2.1972245773362196,8.37603737805411
12409.0,4.382026634673881,2.0794415416798357,10.061358019654037
12410.0,5.736572297479192,1.3862943611198906,6.9223581363660704
12411.0,6.018593214496234,0.6931471805599453,5.8519150821578965
12412.0,4.330733340286331,1.9459101490553132,7.862470253064629
12413.0,4.219507705176107,1.6094379124341003,6.908205177762502
12414.0,5.384495062789089,1.9459101490553132,6.860045031492727
12416.0,6.489204931325317,0.6931471805599453,5.315960801720632
12417.0,1.3862943611198906,3.044522437723423,8.827308252258714
12418.0,4.736198448394496,1.6094379124341003,7.6119413066572985
12419.0,5.958424693029782,1.0986122886681098,6.222596109144375
12420.0,4.174387269895637,0.6931471805599453,6.3992436425478765
12421.0,2.833213344056216,1.9459101490553132,7.00270175629109
12422.0,4.574710978503383,2.8903717578961645,8.562701786647002
12423.0,0.6931471805599453,2.3978952727983707,7.872222653526559
12424.0,5.099866427824199,1.6094379124341003,8.114034421663943
12425.0,4.3694478524670215,1.0986122886681098,7.4630244913725114
12426.0,5.278114659230517,1.0986122886681098,7.205048515865767
12427.0,3.1354942159291497,1.3862943611198906,7.030238363196686
12428.0,3.295836866004329,2.302585092994046,8.981865132439246
